platform_ID,platform_name,industry,home_country_name,home_country_iso3c,developer_portal_url,PLAT,PLAT_Notes,search_status
FO20,elmenus Egypt LLC,FO,Egypt,EGY,,NONE,elmenus Egypt - No public API found,NO_PORTAL
FO21,F&B Investment Holding Srl,FO,Romania,ROU,,NONE,F&B Investment Romania - No developer portal,NO_PORTAL
FO29,Getir Perakende Lojistik AS,FO,Turkey,TUR,,NONE,"Getir - Quick commerce, no public developer API",NO_PORTAL
FO30,GoTo Group,FO,Indonesia,IDN,https://www.gojek.io/developers/,REGISTRATION,GoTo/Gojek developer platform,COMPLETE
FO31,Grab Holdings Inc,FO,Singapore,SGP,https://developer.grab.com/,REGISTRATION,"Grab developer portal - delivery, payments, etc.",COMPLETE
FO35,GS Holdings Corp,FO,Philippines,PHL,,NONE,GS Holdings Philippines - No developer portal,NO_PORTAL
FO38,Jahez International Co for Information & Technology,FO,Saudi Arabia,SAU,,NONE,Jahez Saudi Arabia - No public developer API found,NO_PORTAL
FO39,Jerry's Pizza SRL,FO,Romania,ROU,,NONE,"Jerry's Pizza Romania - Local franchise, no API",NO_PORTAL
FO41,Just Eat Takeaway.com NV,FO,Netherlands,NLD,https://developers.just-eat.com/,REGISTRATION,JET Connect API for POS integration,COMPLETE
FO42,Line Corp,FO,Japan,JPN,https://developers.line.biz/,PUBLIC,Gemini verification: REGISTRATION→PUBLIC (Provides extensive public documentation for messaging and pl),GEMINI_VERIFIED
FO44,McDonald's Corp,FO,United States,USA,,NONE,McDonald's - No public developer API for external partners,NO_PORTAL
FO45,Meituan Inc,FO,China,CHN,https://open.meituan.com/,NONE,Reclassified to NONE (Feb 2026): Meituan open platform (open.meituan.com) returns only a default OpenResty server page - portal is down/decommissioned.,SEARCHED
FO47,Minor International PCL,FO,Thailand,THA,,NONE,"Minor International Thailand - Hotel/restaurant group, no API",NO_PORTAL
FO48,Mrsool Inc,FO,Saudi Arabia,SAU,,NONE,Mrsool Saudi - No public developer API found,NO_PORTAL
FO49,Naspers Ltd,FO,South Africa,ZAF,,NONE,Reclassified from RESTRICTED to NONE - no developer portal found,SEARCHED
FO52,Orkla Group,FO,Norway,NOR,,NONE,"Orkla Group Norway - Food/consumer goods, no API",NO_PORTAL
FO54,Papa John's International Inc,FO,United States,USA,,NONE,Papa John's - No public developer API,NO_PORTAL
FO55,Pizza Delivery SRL,FO,Romania,ROU,,NONE,"Pizza Delivery Romania - Local chain, no API",NO_PORTAL
FO56,Pizza Fan Delivery SA,FO,Greece,GRC,,NONE,"Pizza Fan Greece - Local chain, no API",NO_PORTAL
FO58,Pizza Venchur OOO,FO,Russia,RUS,,NONE,"Pizza Venchur Russia - Local chain, no API",NO_PORTAL
FO60,Rappi Inc,FO,Colombia,COL,https://dev-portal.rappi.com/,REGISTRATION,Rappi developer portal - restaurant integration,COMPLETE
FO61,Restaurant Brands International Inc,FO,Canada,CAN,,NONE,Restaurant Brands International - Franchise operations only,NO_PORTAL
FO64,Smood SA,FO,Switzerland,CHE,,NONE,Smood Switzerland - No public developer API,NO_PORTAL
FO65,Sodexo Pass Israel Ltd,FO,Israel,ISR,,NONE,"Sodexo Pass Israel - B2B meal vouchers, no public API",NO_PORTAL
FO71,Takeaway.com Group BV,FO,Netherlands,NLD,https://developers.just-eat.com/,REGISTRATION,Part of Just Eat Takeaway - same developer portal,COMPLETE
FO72,Tasty Bidco SL,FO,Spain,ESP,,NONE,Tasty Bidco Spain - No public developer API,NO_PORTAL
FO74,Uber Technologies Inc,FO,United States,USA,https://developer.uber.com/docs/eats,REGISTRATION,Uber Eats Marketplace API,COMPLETE
FO76,Vivartia SA,FO,Greece,GRC,,NONE,"Vivartia Greece - Food/beverage group, no public API",NO_PORTAL
FO77,Yum! Brands Inc,FO,United States,USA,,NONE,"Yum! Brands - Franchise operations, no public developer API",NO_PORTAL
FO78,Zinox Technologies Ltd,FO,Nigeria,NGA,,NONE,"Zinox Nigeria - Tech company, no food delivery API",NO_PORTAL
FO79,Zomato Ltd,FO,India,IND,https://www.zomato.com/developer/integration/,REGISTRATION,Zomato POS Integration API,COMPLETE
HO2,AccorHotels Group,HO,France,FRA,https://developer.accor.com/,REGISTRATION,Accor Developer Portal - Hotel APIs,COMPLETE
HO3,Acorn International Hotels Corp,HO,Philippines,PHL,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO5,Airbnb Inc,HO,United States,USA,https://developer.airbnb.com,RESTRICTED,"Airbnb has developer portal with Homes and Activities APIs, but access restricted to approved partners only.",NO_PORTAL
HO8,Albena AD,HO,Bulgaria,BGR,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO16,Aman Resorts International,HO,Singapore,SGP,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO20,ANA Group,HO,Japan,JPN,,NONE,Reclassified from RESTRICTED to NONE - no proprietary developer portal (Gemini search 2/16/26),SEARCHED
HO24,Apple Leisure Group,HO,United States,USA,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO28,Arp-Hansen Hotel Group,HO,Denmark,DNK,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO34,Atlas Group Hotles Ltd,HO,Croatia,HRV,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO40,B&B Hotels SAS,HO,France,FRA,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO44,Banyan Tree Holdings Ltd,HO,Singapore,SGP,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO45,"Barceló, Grupo",HO,Spain,ESP,https://developer.synxis.com/,REGISTRATION,Barceló - via SynXis developer portal,NO_PORTAL
HO52,Best Western International Inc,HO,United States,USA,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO56,Booking Holdings Inc,HO,United States,USA,https://developers.booking.com,RESTRICTED,"Booking.com has Demand API and connectivity partner program, but access restricted to Connectivity Partners only.",NO_PORTAL
HO68,China Lodging Group Ltd,HO,China,CHN,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO69,China National Travel Service (HK) Group Corp,HO,China,CHN,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO70,Choice Hotels International Inc,HO,United States,USA,https://developers.choice.dev,RESTRICTED,Choice Hotels developer portal,NO_PORTAL
HO72,City Lodge Hotels Ltd,HO,South Africa,ZAF,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO75,Club Méditerranée SA,HO,France,FRA,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO82,Dalata Hotel Group Plc,HO,Ireland,IRL,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO83,Dan Hotels Corp,HO,Israel,ISR,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO84,Danubius Hotels Zrt,HO,Hungary,HUN,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO86,De Historiske Hotel & Spisesteder SA,HO,Norway,NOR,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO89,Diego de Almagro,HO,Chile,CHL,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO97,Dusit Hotels & Resorts LLC,HO,Thailand,THA,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO99,EIH Ltd,HO,India,IND,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO106,"Erawan Group Plc, The",HO,Thailand,THA,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO109,Event Hospitality & Entertainment Ltd,HO,Australia,AUS,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO110,Evergreen Group,HO,Taiwan,TWN,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO111,Expedia Group Inc,HO,United States,USA,https://developers.expediagroup.com/,REGISTRATION,Expedia Group Developer Hub - Rapid API,COMPLETE
HO112,Falkensteiner Michaeler Tourism Group AG,HO,Austria,AUT,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO113,Fattal Hotel Management Ltd,HO,Israel,ISR,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO120,First Hotels AS,HO,Norway,NOR,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO124,Four Seasons Hotels Ltd,HO,Canada,CAN,,NONE,Reclassified from RESTRICTED to NONE - no developer portal found,SEARCHED
HO130,G6 Hospitality LLC,HO,United States,USA,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO132,Genting Bhd,HO,Malaysia,MYS,,NONE,"Genting - Casino/resort group, no public API",NO_PORTAL
HO144,Great Eagle Holdings Ltd,HO,Hong Kong SAR China,HKG,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO165,Hilton Worldwide Holdings Inc,HO,United States,USA,https://developer.hilton.io/,REGISTRATION,Hilton API Developer Hub,COMPLETE
HO168,Hong Kong & Shanghai Hotels Ltd,HO,Hong Kong SAR China,HKG,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO177,Hoteles Dann,HO,Colombia,COL,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO183,HouseTrip SA,HO,Switzerland,CHE,https://dev.housetrip.com/,NONE,"Reclassified to NONE (Feb 2026): HouseTrip no longer operates. Gemini verification returned NONE - company acquired by TripAdvisor, brand defunct.",NO_PORTAL
HO190,Hutchison Whampoa Ltd,HO,Hong Kong SAR China,HKG,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO191,Hyatt Hotels Corp,HO,United States,USA,,NONE,Reclassified from RESTRICTED to NONE - no developer portal found,SEARCHED
HO192,"Iberostar SA, Grupo",HO,Spain,ESP,https://portalservices.iberostar.com/,REGISTRATION,Iberostar has API management portal with auto-generated API documentation.,NO_PORTAL
HO195,Indian Hotels Co Ltd,HO,India,IND,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO197,InterContinental Hotels Group Plc,HO,United Kingdom,GBR,,NONE,Reclassified from RESTRICTED to NONE - no proprietary developer portal (Gemini search 2/16/26),SEARCHED
HO205,Jin Jiang International Co Ltd,HO,China,CHN,,NONE,Reclassified from RESTRICTED to NONE - no developer portal found,SEARCHED
HO211,Kempinski AG,HO,Germany,DEU,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO218,Las Vegas Sands Corp,HO,United States,USA,,NONE,"Las Vegas Sands - Casino/resort, no public API",NO_PORTAL
HO220,"Leading Hotels of the World Ltd, The",HO,United States,USA,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO227,LVMH Moët Hennessy Louis Vuitton SA,HO,France,FRA,,NONE,"LVMH - Luxury conglomerate, hotels through subsidiaries",NO_PORTAL
HO230,Mandarin Oriental Hotel Group Ltd,HO,Hong Kong SAR China,HKG,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO233,Marriott International Inc,HO,United States,USA,https://devportalprod.marriott.com/,REGISTRATION,Marriott Developer Portal,COMPLETE
HO235,Masan Group Corp,HO,Vietnam,VNM,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO238,Meliá Hotels International SA,HO,Spain,ESP,,NONE,Reverted REGISTRATION→NONE: Meliá Hotels - no public developer API portal,REVERTED
HO242,Millennium & Copthorne Hotels Plc,HO,United Kingdom,GBR,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO250,Muong Thanh Group,HO,Vietnam,VNM,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO252,New World Development Ltd,HO,Hong Kong SAR China,HKG,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO254,NH Hotel Group SA,HO,Spain,ESP,https://docs.getimpala.com/,NONE,Reclassified to NONE (Feb 2026): NH Hotel Group developer portal no longer exists. Gemini verification returned UNCERTAIN - no active developer program found.,SEARCHED
HO256,Olav Thon Gruppen,HO,Norway,NOR,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO261,One Hotels & Resorts AG,HO,Switzerland,CHE,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO279,Pickalbatros Group,HO,Egypt,EGY,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO294,Red Sea Hotels Group,HO,Egypt,EGY,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO295,Regal Hotels International Holdings Ltd,HO,Hong Kong SAR China,HKG,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO299,Riu Hoteles SA,HO,Spain,ESP,,NONE,"Reverted REGISTRATION→NONE: Riu Hoteles - XML API via integrators only, not direct portal",REVERTED
HO302,Rocco Forte & Family (Hotel Management) Ltd,HO,United Kingdom,GBR,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO304,Rosewood Hotels & Resorts LLC,HO,Hong Kong SAR China,HKG,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO305,Rotana Hotels Management Corp PJSC,HO,United Arab Emirates,ARE,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO307,S Group,HO,Finland,FIN,https://www.s-group.dev/,REGISTRATION,S Group maintains developer portal at s-group.dev with GitHub repositories.,NO_PORTAL
HO312,Sarova Hotels Ltd,HO,Kenya,KEN,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO314,Scandic Hotels AB,HO,Sweden,SWE,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO318,Shangri-La International Hotel Management Ltd,HO,Hong Kong SAR China,HKG,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO326,Southern Sun Ltd,HO,South Africa,ZAF,https://mews-systems.gitbook.io/connector-api,REGISTRATION,Southern Sun - via Mews Connector API,NO_PORTAL
HO329,Stichting Toekan BV,HO,Netherlands,NLD,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO335,Sunrise Resorts & Cruises SA,HO,Egypt,EGY,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO363,Travco Group Holding SAE,HO,Egypt,EGY,,NONE,Reclassified from REGISTRATION to NONE - no developer portal found,NO_PORTAL
HO368,TripAdvisor Inc,HO,United States,USA,https://developer-tripadvisor.com,REGISTRATION,"TripAdvisor offers Content API, JSON Partner API, and TripConnect programs with registration required.",NO_PORTAL
HO370,TUI Group,HO,Germany,DEU,https://developer.tui/,REGISTRATION,"TUI has public developer portal with APIs for packages, flights, and experiences.",NO_PORTAL
HO376,Valamar Hotels & Resorts,HO,Croatia,HRV,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO384,"Wharf (Holdings) Ltd, The",HO,Hong Kong SAR China,HKG,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO385,Whitbread Plc,HO,United Kingdom,GBR,,NONE,"Hotel group, no public developer API found",NO_PORTAL
HO389,Wyndham Hotels & Resorts Inc,HO,United States,USA,,NONE,Reclassified from RESTRICTED to NONE - no proprietary developer portal (Gemini search 2/16/26),NO_PORTAL
IH1,Amiral OOO,IH,Russia,RUS,,NONE,Amiral OOO is a Russian electronics retailer/distributor. No evidence found of public developer portal or API for third-party developers.,VERIFIED
IH3,Atmaca Elektronik San ve Tic Ltd Sti,IH,Turkey,TUR,,NONE,Atmaca Elektronik is a Turkish electronics brand. No developer portal or public API found despite search.,VERIFIED
IH5,Beko Corp,IH,Turkey,TUR,,NONE,"Beko operates HomeWhiz smart home platform that integrates via Alexa/Google/IFTTT, but no official public developer API or SDK for third-party developers.",VERIFIED
IH11,Cencosud SA,IH,Chile,CHL,https://developers.ecomm.cencosud.com/,REGISTRATION,E-commerce developer portal,COMPLETE
IH13,Challenger SAS,IH,Colombia,COL,,NONE,"Challenger SAS Colombia is a home appliance manufacturer. No public developer API found; has consumer ""Challenger Smart"" app but no developer resources.",VERIFIED
IH14,Colombiana de Comercio SA,IH,Colombia,COL,,NONE,Colombiana de Comercio SA (Alkosto) is a Colombian retail chain. No developer portal or API found for third-party developers.,VERIFIED
IH22,El Araby Group,IH,Egypt,EGY,,NONE,El Araby Group Egypt is a consumer electronics manufacturer. No public developer API; uses third-party platforms like Foxxum OS for smart TVs.,VERIFIED
IH25,Falabella SACI,IH,Chile,CHL,https://developers.falabella.com/,PUBLIC,Seller Center API for marketplace integration,COMPLETE
IH29,Hartono Istana Teknologi PT,IH,Indonesia,IDN,,NONE,"Hartono Istana Teknologi (Polytron brand) is Indonesian electronics manufacturer. Has ""My Polytron"" consumer app but no public developer API or SDK.",VERIFIED
IH30,Heran Co Ltd,IH,Taiwan,TWN,,NONE,Heran Taiwan uses Apple HomeKit and third-party IoT platforms like Tuya. No proprietary public developer API found.,VERIFIED
IH48,Nexgen Mediatech Inc,IH,Taiwan,TWN,,NONE,Nexgen Mediatech (CHIMEI Group) is Taiwanese hardware manufacturer of TVs and appliances. No developer portal or API documentation found.,VERIFIED
IH53,Sampo Corp,IH,Taiwan,TWN,,NONE,Sampo Corporation Taiwan is a major home appliances manufacturer. No evidence of public developer API despite comprehensive search.,VERIFIED
IH55,Shenzhen MTC Co Ltd,IH,China,CHN,,NONE,Shenzhen MTC develops FUN OS smart TV platform but no public developer portal or API documentation found for third-party developers.,VERIFIED
IH56,Shenzhen Skyworth-RGB Electronic Co Ltd,IH,China,CHN,,NONE,Reclassified from RESTRICTED to NONE - no developer portal found,VERIFIED
IH58,Sichuan Changhong Electric Co Ltd,IH,China,CHN,,NONE,Sichuan Changhong operates proprietary Xuanyuan TVOS but no public developer portal. Uses partnerships (Opera SDK) rather than offering own API.,VERIFIED
IH61,SkyTec Group Ltd,IH,Netherlands,NLD,,NONE,SkyTec Group Netherlands is an audio/visual equipment distributor. No developer portal or API found for third-party developers.,VERIFIED
IH62,Skyworth Group Co Ltd,IH,China,CHN,https://open.coocaa.com,NONE,Reclassified to NONE (Feb 2026): Skyworth/Coocaa open platform (open.coocaa.com) blocked scraper completely - 0 bytes retrieved. Site requires authentication or is geo-restricted to China.,VERIFIED
IH72,Unionaire Group,IH,Egypt,EGY,,NONE,Unionaire Group Egypt is home appliance manufacturer. No public developer API found despite comprehensive search.,VERIFIED
IH73,Vestel Ticaret AS,IH,Turkey,TUR,http://b2bsupport.vestel.com.tr,RESTRICTED,"B2B support portal, requires business relationship",COMPLETE
IH75,Vityaz OAO,IH,Belarus,BLR,,NONE,Vityaz OAO Belarus produces smart TVs using Sber Salute TV OS. No proprietary developer API; development would be through SberDevices platform.,VERIFIED
IH76,Vizio Inc,IH,United States,USA,https://developer.vizio.com/,REGISTRATION,"SmartCast API for partners, requires API keys",COMPLETE
IH80,Yamaha Corp,IH,Japan,JPN,https://www.yamaha.com/en/about/business/music-connect/apis/,RESTRICTED,"Yamaha MusicCast - API exists but no official public developer portal, community docs only",SEARCHED
PE1,1More Inc,PE,China,CHN,,NONE,"1More - consumer audio, no public developer API",NO_PORTAL
PE8,Alibaba Group Holding Ltd,PE,China,CHN,https://openapi.alibaba.com/,REGISTRATION,Alibaba Open API - requires app key registration,COMPLETE
PE9,AliphCom Inc,PE,United States,USA,,NONE,AliphCom (Jawbone) - defunct company,NO_PORTAL
PE11,Anker Innovations Technology Co Ltd,PE,China,CHN,,NONE,"Anker - consumer electronics, no official developer SDK",NO_PORTAL
PE12,Arashi Vision Co Ltd,PE,China,CHN,https://openapi.insta360.com/,REGISTRATION,Gemini verification: NONE→REGISTRATION (Insta360 provides an OpenAPI portal that requires registrati),GEMINI_VERIFIED
PE17,Audio Partnership Plc,PE,United Kingdom,GBR,,NONE,"Cambridge Audio - HiFi brand, no public developer API",NO_PORTAL
PE18,Audio Pro AB,PE,Sweden,SWE,,NONE,"Audio Pro - Swedish speakers, no public API",NO_PORTAL
PE19,Audio Technica Corp,PE,Japan,JPN,,NONE,"Audio-Technica - professional audio, no public API",NO_PORTAL
PE21,AVenture AT,PE,Austria,AUT,,NONE,"AVenture - Austrian electronics, no developer API",NO_PORTAL
PE24,Bang & Olufsen A/S,PE,Denmark,DNK,https://bang-olufsen.github.io/mozart-open-api/,PUBLIC,B&O Mozart API - GitHub documented smart audio API,COMPLETE
PE29,Blaupunkt Group,PE,Germany,DEU,,NONE,"Blaupunkt - consumer electronics, no public developer API",NO_PORTAL
PE33,Bose Corp,PE,United States,USA,https://developer.bose.com/,PUBLIC,Bose Developer Portal - SoundTouch API,COMPLETE
PE35,Caliber Europe BV,PE,Netherlands,NLD,,NONE,"Caliber - car audio, no developer platform",NO_PORTAL
PE36,Casio Computer Co Ltd,PE,Japan,JPN,,NONE,"Casio - consumer electronics, no official developer API",NO_PORTAL
PE40,Commaxx International NV,PE,Netherlands,NLD,,NONE,"Commaxx - consumer electronics, no developer API",NO_PORTAL
PE43,Cowon Systems Inc,PE,South Korea,KOR,,NONE,"Cowon - Korean MP3/audio, no public developer API",NO_PORTAL
PE44,Creative Technology Ltd,PE,Singapore,SGP,,NONE,"Creative Technology - PC audio, no public developer portal",NO_PORTAL
PE45,Devialet SA,PE,France,FRA,,NONE,"Devialet - high-end audio, no public developer API",NO_PORTAL
PE47,Divoom Europe GmbH,PE,China,CHN,http://doc.divoom-gz.com/,PUBLIC,Gemini verification: NONE→PUBLIC (Divoom provides public API documentation for its pixel art d),GEMINI_VERIFIED
PE49,Dongguan Liesheng Electronic Technology Co Ltd,PE,China,CHN,,NONE,"Liesheng - Chinese audio, no public developer API",NO_PORTAL
PE50,DORO AB,PE,Sweden,SWE,,NONE,"Doro - senior phones, no public developer API",NO_PORTAL
PE51,E-Boda Distribution SRL,PE,Romania,ROU,,NONE,"E-Boda - Romanian electronics, no developer API",NO_PORTAL
PE52,Edifier International Ltd,PE,China,CHN,,NONE,"Edifier - speakers, no public developer API",NO_PORTAL
PE54,Electrolux AB,PE,Sweden,SWE,https://developer.electrolux.one/,PUBLIC,Gemini verification: NONE→PUBLIC (Provides a public developer portal for its smart home APIs.) | URL corrected via web search,GEMINI_VERIFIED
PE57,Emporia Telecom GmbH & Co KG,PE,Austria,AUT,,NONE,"Emporia - senior phones, no public developer API",NO_PORTAL
PE58,Energy Sistem Technology SA,PE,Spain,ESP,,NONE,"Energy Sistem - Spanish electronics, no developer API",NO_PORTAL
PE61,Explay ZAO,PE,Russia,RUS,,NONE,"Explay - Russian electronics (defunct), no API",NO_PORTAL
PE65,Fossil Group Inc,PE,United States,USA,,NONE,"Fossil Group - smartwatches use WearOS, no proprietary API",NO_PORTAL
PE67,Garmin Ltd,PE,Switzerland,CHE,https://developer.garmin.com/,PUBLIC,Garmin Developers - extensive fitness/GPS APIs and SDKs,COMPLETE
PE69,Gionee Communication Equipment Co Ltd,PE,China,CHN,,NONE,"Gionee - Chinese phones (restructured), no active developer portal",NO_PORTAL
PE71,GN Store Nord A/S,PE,Denmark,DNK,https://developer.jabra.com/,REGISTRATION,Gemini verification: NONE→REGISTRATION (Jabra requires registration for its headset SDKs and APIs.),GEMINI_VERIFIED
PE72,GoPro Inc,PE,United States,USA,https://gopro.github.io/OpenGoPro/,PUBLIC,Open GoPro - open source MIT license camera API,COMPLETE
PE74,GP Acoustics GmbH,PE,United Kingdom,GBR,,NONE,"GP Acoustics (KEF) - HiFi speakers, no public API",NO_PORTAL
PE79,HIFI Orient Thai PCL,PE,Thailand,THA,,NONE,"HIFI Orient - Thai electronics, no developer API",NO_PORTAL
PE80,Hisense Group,PE,China,CHN,,NONE,"Hisense - consumer electronics, no public developer API",NO_PORTAL
PE83,Hon Hai Precision Industry Co Ltd,PE,Taiwan,TWN,,NONE,"Hon Hai (Foxconn) - contract manufacturer, no consumer API",NO_PORTAL
PE85,Hungaro Flotta Kft,PE,Hungary,HUN,,NONE,"Hungaro Flotta - Hungarian electronics, no API",NO_PORTAL
PE87,Imagine Marketing Pvt Ltd,PE,India,IND,,NONE,"Imagine Marketing (boAt) - Indian audio, no developer API",NO_PORTAL
PE95,Japan Industrial Partners Inc,PE,Japan,JPN,,NONE,"Japan Industrial Partners - investment firm, no API",NO_PORTAL
PE97,Jlab Audio international,PE,United States,USA,,NONE,"JLab Audio - headphones, no public developer API",NO_PORTAL
PE98,JVC Kenwood Corp,PE,Japan,JPN,,NONE,"JVC Kenwood - consumer electronics, no public developer API",NO_PORTAL
PE99,Kale Elektronik Dis Tic AS,PE,Turkey,TUR,,NONE,"Kale Elektronik - Turkish electronics, no developer API",NO_PORTAL
PE100,Kjell Group AB,PE,Sweden,SWE,,NONE,"Kjell Group - Nordic electronics retailer, no API",NO_PORTAL
PE101,Kodak Alaris Inc,PE,United States,USA,https://www.alarisworld.com/en-us/landing-page/alaris-developer-program,REGISTRATION,Gemini verification: NONE→REGISTRATION (Requires registration for scanner and imaging SDK access.) | URL corrected: https://developer.kodakalaris.com/ → https://www.alarisworld.com/en-us/landing-page/alaris-developer-program,NEEDS_VERIFICATION
PE104,Kronoz LLC,PE,Switzerland,CHE,,NONE,"Kronoz (MyKronoz) - smartwatches, no public developer API",NO_PORTAL
PE107,Lautsprecher Teufel GmbH,PE,Germany,DEU,,NONE,"Teufel - German audio company, no public API",NO_PORTAL
PE110,Logitech International SA,PE,Switzerland,CHE,https://www.logitech.com/en-us/software/logi-options-plus.html,PUBLIC,Logitech Developer Hub - gaming peripherals SDKs,COMPLETE
PE111,Manta SA,PE,Poland,POL,,NONE,"Manta - Polish electronics brand, no developer API",NO_PORTAL
PE113,Marshall Amplification Plc,PE,United Kingdom,GBR,,NONE,"Marshall - audio amplifiers/speakers, no public API",NO_PORTAL
PE117,Meizu Telecom Equipment Co Ltd,PE,China,CHN,,NONE,"Meizu - smartphone manufacturer, no public developer portal",NO_PORTAL
PE120,Micromax Informatics Ltd,PE,India,IND,,NONE,"Micromax - Indian smartphone brand, no developer portal",NO_PORTAL
PE130,New Majestic SpA,PE,Italy,ITA,,NONE,"New Majestic - Italian consumer electronics, no API",NO_PORTAL
PE131,Nikon Corp,PE,Japan,JPN,https://sdk.nikonimaging.com/,REGISTRATION,Nikon SDK - Camera Remote and Image SDK (application required),COMPLETE
PE132,Noise Retail Private Ltd,PE,India,IND,,NONE,"Noise - Indian wearables brand, no public developer API",NO_PORTAL
PE134,Nothing Technology Ltd,PE,United Kingdom,GBR,,NONE,"Nothing - smartphone company, no public developer portal yet",NO_PORTAL
PE138,Onkyo Corp,PE,Japan,JPN,,NONE,"Onkyo - audio equipment, no public API",NO_PORTAL
PE139,Onyx International Inc,PE,China,CHN,,NONE,"Onyx Boox - e-readers, no public developer API",NO_PORTAL
PE140,Orion Electric Co Ltd,PE,Japan,JPN,,NONE,"Orion Electric - TV manufacturer, no public API",NO_PORTAL
PE143,PLR Ecommerce LLC,PE,United States,USA,,NONE,"PLR Ecommerce - retailer, no developer platform",NO_PORTAL
PE144,PocketBook International SA,PE,Switzerland,CHE,,NONE,"PocketBook - e-readers, no public developer API",NO_PORTAL
PE145,Polar Electro Oy,PE,Finland,FIN,https://www.polar.com/en/developers,REGISTRATION,Polar Developers - BLE SDK and AccessLink API,COMPLETE
PE153,Rakuten Group Inc,PE,Japan,JPN,https://developers.rakuten.com/,REGISTRATION,Rakuten Developers - e-commerce and API marketplace,COMPLETE
PE154,Rakuten Kobo Inc,PE,Canada,CAN,,NONE,Gemini verification: REGISTRATION→NONE (No active public developer portal or API documentation found) - URL cleared (portal dead/inactive),GEMINI_VERIFIED
PE159,Salora International BV,PE,Netherlands,NLD,,NONE,"Salora - consumer electronics, no developer API",NO_PORTAL
PE162,Sennheiser Electronic GmbH & Co KG,PE,Germany,DEU,,NONE,"Sennheiser - premium audio, no public developer API",NO_PORTAL
PE170,Shokz LLC,PE,United States,USA,,NONE,"Shokz - bone conduction headphones, no developer API",NO_PORTAL
PE171,Sitecom Europe BV,PE,Netherlands,NLD,,NONE,"Sitecom - networking accessories, no public API",NO_PORTAL
PE174,Skullcandy Inc,PE,United States,USA,,NONE,"Skullcandy - headphones, no public developer API",NO_PORTAL
PE179,Sonos Inc,PE,United States,USA,https://developer.sonos.com/,REGISTRATION,Sonos Developer Portal - Control API and Music API,COMPLETE
PE180,Soul Ltd,PE,China,CHN,,NONE,"Soul Electronics - audio brand, no developer API",NO_PORTAL
PE181,SPC Group,PE,Spain,ESP,,NONE,"SPC - Spanish electronics, no developer platform",NO_PORTAL
