,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Market Sizes | Historical | Period growth,,,,,,,
Geography,Category,Data Type,Unit,Current Constant,2020 - 2025 %,2020 - 2025 CAGR %,2020 - 2025 Absolute
South Africa,Credit Card Transactions,Retail Value RSP,ZAR million,Current Prices,50.3,8.5,152830.5
South Africa,Debit Card Transactions,Retail Value RSP,ZAR million,Current Prices,46.8,8.0,62964.0
South Africa,Pre-Paid Card Transactions,Retail Value RSP,ZAR million,Current Prices,50.6,8.5,17559.3
South Africa,Store Card Transactions,Retail Value RSP,ZAR million,Current Prices,47.6,8.1,21232.8
South Africa,Commercial Payment Transactions,Retail Value RSP,ZAR million,Current Prices,32.1,5.7,2879461.9
South Africa,Personal Payment Transactions,Retail Value RSP,ZAR million,Current Prices,43.5,7.5,1286834.7
South Africa,Total Non-Card Transactions,Retail Value RSP,ZAR million,Current Prices,34.3,6.1,3909810.9
South Africa,Mobile Payments,Retail Value RSP,ZAR million,Current Prices,237.1,27.5,144197.1
United Arab Emirates,Financial Cards in Circulation,Number of Cards,000 cards,-,18.5,3.4,5775.2
United Arab Emirates,ATM Cards,Number of Cards,000 cards,-,11.5,2.2,2697.1
United Arab Emirates,Charge Cards,Number of Cards,000 cards,-,-5.5,-1.1,-1.0
United Arab Emirates,Credit Cards,Number of Cards,000 cards,-,14.5,2.7,1289.3
United Arab Emirates,Debit Cards,Number of Cards,000 cards,-,10.0,1.9,1038.5
United Arab Emirates,Pre-Paid Cards,Number of Cards,000 cards,-,28.7,5.2,3448.5
United Arab Emirates,Store Cards,Number of Cards,000 cards,-,-,-,-
United Arab Emirates,Transactions,Retail Value RSP,AED million,Current Prices,65.1,10.6,1201007.4
United Arab Emirates,Total Card Transactions,Retail Value RSP,AED million,Current Prices,52.1,8.7,252249.8
United Arab Emirates,ATM Transactions,Retail Value RSP,AED million,Current Prices,30.6,5.5,76813.8
United Arab Emirates,Card Payment Transactions,Retail Value RSP,AED million,Current Prices,75.2,11.9,175436.0
United Arab Emirates,Charge Card Transactions,Retail Value RSP,AED million,Current Prices,13.3,2.5,49.3
United Arab Emirates,Credit Card Transactions,Retail Value RSP,AED million,Current Prices,88.4,13.5,132606.2
United Arab Emirates,Debit Card Transactions,Retail Value RSP,AED million,Current Prices,34.9,6.2,20709.3
United Arab Emirates,Pre-Paid Card Transactions,Retail Value RSP,AED million,Current Prices,93.6,14.1,22071.3
United Arab Emirates,Store Card Transactions,Retail Value RSP,AED million,Current Prices,-,-,-
United Arab Emirates,Commercial Payment Transactions,Retail Value RSP,AED million,Current Prices,70.7,11.3,785130.9
United Arab Emirates,Personal Payment Transactions,Retail Value RSP,AED million,Current Prices,70.3,11.2,339062.7
United Arab Emirates,Total Non-Card Transactions,Retail Value RSP,AED million,Current Prices,69.8,11.2,948757.6
United Arab Emirates,Mobile Payments,Retail Value RSP,AED million,Current Prices,168.0,21.8,121424.7
Canada,Financial Cards in Circulation,Number of Cards,000 cards,-,34.8,6.2,77063.8
Canada,ATM Cards,Number of Cards,000 cards,-,28.4,5.1,48296.7
Canada,Charge Cards,Number of Cards,000 cards,-,6.7,1.3,45.8
Canada,Credit Cards,Number of Cards,000 cards,-,27.5,5.0,25483.7
Canada,Debit Cards,Number of Cards,000 cards,-,13.5,2.6,6460.1
Canada,Pre-Paid Cards,Number of Cards,000 cards,-,62.5,10.2,42967.9
Canada,Store Cards,Number of Cards,000 cards,-,8.9,1.7,1028.0
Canada,Transactions,Retail Value RSP,CAD million,Current Prices,36.6,6.4,1074319.7
Canada,Total Card Transactions,Retail Value RSP,CAD million,Current Prices,33.8,6.0,297009.7
Canada,ATM Transactions,Retail Value RSP,CAD million,Current Prices,-8.6,-1.8,-2286.2
Canada,Card Payment Transactions,Retail Value RSP,CAD million,Current Prices,35.1,6.2,299295.9
Canada,Charge Card Transactions,Retail Value RSP,CAD million,Current Prices,23.9,4.4,1686.7
Canada,Credit Card Transactions,Retail Value RSP,CAD million,Current Prices,44.6,7.6,254442.1
Canada,Debit Card Transactions,Retail Value RSP,CAD million,Current Prices,13.1,2.5,33363.3
Canada,Pre-Paid Card Transactions,Retail Value RSP,CAD million,Current Prices,53.0,8.9,9475.0
Canada,Store Card Transactions,Retail Value RSP,CAD million,Current Prices,12.0,2.3,328.9
Canada,Commercial Payment Transactions,Retail Value RSP,CAD million,Current Prices,35.3,6.2,674690.1
Canada,Personal Payment Transactions,Retail Value RSP,CAD million,Current Prices,40.3,7.0,401915.8
Canada,Total Non-Card Transactions,Retail Value RSP,CAD million,Current Prices,37.8,6.6,777310.0
Canada,Mobile Payments,Retail Value RSP,CAD million,Current Prices,102.5,15.2,66860.4
USA,Financial Cards in Circulation,Number of Cards,000 cards,-,42.0,7.3,1739729.8
USA,ATM Cards,Number of Cards,000 cards,-,34.8,6.2,567405.8
USA,Charge Cards,Number of Cards,000 cards,-,29.9,5.4,5474.3
USA,Credit Cards,Number of Cards,000 cards,-,36.1,6.4,248996.2
USA,Debit Cards,Number of Cards,000 cards,-,43.8,7.5,247772.2
USA,Pre-Paid Cards,Number of Cards,000 cards,-,53.9,9.0,1268058.9
USA,Store Cards,Number of Cards,000 cards,-,17.4,3.3,103922.5
USA,Transactions,Retail Value RSP,USD million,Current Prices,41.8,7.2,12363953.8
USA,Total Card Transactions,Retail Value RSP,USD million,Current Prices,62.6,10.2,5305436.8
USA,ATM Transactions,Retail Value RSP,USD million,Current Prices,9.2,1.8,69360.8
USA,Card Payment Transactions,Retail Value RSP,USD million,Current Prices,67.8,10.9,5236076.1
USA,Charge Card Transactions,Retail Value RSP,USD million,Current Prices,85.5,13.2,154841.6
USA,Credit Card Transactions,Retail Value RSP,USD million,Current Prices,78.7,12.3,2688834.3
USA,Debit Card Transactions,Retail Value RSP,USD million,Current Prices,60.7,10.0,2134924.0
USA,Pre-Paid Card Transactions,Retail Value RSP,USD million,Current Prices,42.4,7.3,159777.3
USA,Store Card Transactions,Retail Value RSP,USD million,Current Prices,43.5,7.5,97698.8
USA,Commercial Payment Transactions,Retail Value RSP,USD million,Current Prices,37.9,6.6,7197987.3
USA,Personal Payment Transactions,Retail Value RSP,USD million,Current Prices,51.7,8.7,5096605.7
USA,Total Non-Card Transactions,Retail Value RSP,USD million,Current Prices,33.4,5.9,7058517.0
USA,Mobile Payments,Retail Value RSP,USD million,Current Prices,103.0,15.2,1051192.7
Austria,Financial Cards in Circulation,Number of Cards,000 cards,-,-5.2,-1.1,-1281.1
Austria,ATM Cards,Number of Cards,000 cards,-,-0.6,-0.1,-83.2
Austria,Charge Cards,Number of Cards,000 cards,-,1.7,0.3,40.5
Austria,Credit Cards,Number of Cards,000 cards,-,-24.8,-5.5,-324.5
Austria,Debit Cards,Number of Cards,000 cards,-,-0.5,-0.1,-63.1
Austria,Pre-Paid Cards,Number of Cards,000 cards,-,-9.1,-1.9,-877.0
Austria,Store Cards,Number of Cards,000 cards,-,-57.0,-15.5,-89.3
Austria,Transactions,Retail Value RSP,EUR million,Current Prices,40.1,7.0,213603.7
Austria,Total Card Transactions,Retail Value RSP,EUR million,Current Prices,47.4,8.1,45157.0
Austria,ATM Transactions,Retail Value RSP,EUR million,Current Prices,9.5,1.8,4451.8
Austria,Card Payment Transactions,Retail Value RSP,EUR million,Current Prices,84.5,13.0,40705.2
Austria,Charge Card Transactions,Retail Value RSP,EUR million,Current Prices,67.1,10.8,6575.2
Austria,Credit Card Transactions,Retail Value RSP,EUR million,Current Prices,68.1,10.9,3416.6
Austria,Debit Card Transactions,Retail Value RSP,EUR million,Current Prices,93.0,14.1,30402.2
Austria,Pre-Paid Card Transactions,Retail Value RSP,EUR million,Current Prices,51.6,8.7,335.4
Austria,Store Card Transactions,Retail Value RSP,EUR million,Current Prices,-49.7,-12.8,-24.1
Austria,Commercial Payment Transactions,Retail Value RSP,EUR million,Current Prices,42.1,7.3,142780.7
Austria,Personal Payment Transactions,Retail Value RSP,EUR million,Current Prices,45.2,7.7,66371.1
Austria,Total Non-Card Transactions,Retail Value RSP,EUR million,Current Prices,38.5,6.7,168446.7
Austria,Mobile Payments,Retail Value RSP,EUR million,Current Prices,544.2,45.1,9554.6
Denmark,Financial Cards in Circulation,Number of Cards,000 cards,-,5.3,1.0,858.6
Denmark,ATM Cards,Number of Cards,000 cards,-,1.9,0.4,176.6
Denmark,Charge Cards,Number of Cards,000 cards,-,-,-,-
Denmark,Credit Cards,Number of Cards,000 cards,-,-4.3,-0.9,-70.9
Denmark,Debit Cards,Number of Cards,000 cards,-,7.4,1.4,576.5
Denmark,Pre-Paid Cards,Number of Cards,000 cards,-,13.2,2.5,728.1
Denmark,Store Cards,Number of Cards,000 cards,-,-2.4,-0.5,-39.1
Denmark,Transactions,Retail Value RSP,DKK million,Current Prices,19.1,3.6,620259.8
Denmark,Total Card Transactions,Retail Value RSP,DKK million,Current Prices,29.0,5.2,198929.3
Denmark,ATM Transactions,Retail Value RSP,DKK million,Current Prices,-16.3,-3.5,-10110.5
Denmark,Card Payment Transactions,Retail Value RSP,DKK million,Current Prices,33.5,5.9,209039.8
Denmark,Charge Card Transactions,Retail Value RSP,DKK million,Current Prices,-,-,-
Denmark,Credit Card Transactions,Retail Value RSP,DKK million,Current Prices,82.5,12.8,32112.1
Denmark,Debit Card Transactions,Retail Value RSP,DKK million,Current Prices,30.6,5.5,172631.2
Denmark,Pre-Paid Card Transactions,Retail Value RSP,DKK million,Current Prices,11.5,2.2,906.3
Denmark,Store Card Transactions,Retail Value RSP,DKK million,Current Prices,23.5,4.3,3390.2
Denmark,Commercial Payment Transactions,Retail Value RSP,DKK million,Current Prices,17.2,3.2,390858.4
Denmark,Personal Payment Transactions,Retail Value RSP,DKK million,Current Prices,26.1,4.7,239512.0
Denmark,Total Non-Card Transactions,Retail Value RSP,DKK million,Current Prices,16.5,3.1,421330.6
Denmark,Mobile Payments,Retail Value RSP,DKK million,Current Prices,211.4,25.5,187037.7
France,Financial Cards in Circulation,Number of Cards,000 cards,-,31.7,5.7,64544.0
France,ATM Cards,Number of Cards,000 cards,-,2.9,0.6,3530.6
France,Charge Cards,Number of Cards,000 cards,-,27.8,5.0,7681.9
France,Credit Cards,Number of Cards,000 cards,-,6.5,1.3,1358.2
France,Debit Cards,Number of Cards,000 cards,-,7.4,1.4,5558.1
France,Pre-Paid Cards,Number of Cards,000 cards,-,54.9,9.1,55214.4
France,Store Cards,Number of Cards,000 cards,-,-2.4,-0.5,-157.6
France,Transactions,Retail Value RSP,EUR million,Current Prices,26.1,4.7,866901.0
France,Total Card Transactions,Retail Value RSP,EUR million,Current Prices,33.3,5.9,217749.2
France,ATM Transactions,Retail Value RSP,EUR million,Current Prices,26.0,4.7,33116.2
France,Card Payment Transactions,Retail Value RSP,EUR million,Current Prices,35.1,6.2,184633.0
France,Charge Card Transactions,Retail Value RSP,EUR million,Current Prices,45.6,7.8,68630.1
France,Credit Card Transactions,Retail Value RSP,EUR million,Current Prices,8.2,1.6,3787.8
France,Debit Card Transactions,Retail Value RSP,EUR million,Current Prices,33.9,6.0,101165.4
France,Pre-Paid Card Transactions,Retail Value RSP,EUR million,Current Prices,47.1,8.0,10996.2
France,Store Card Transactions,Retail Value RSP,EUR million,Current Prices,0.7,0.1,53.5
France,Commercial Payment Transactions,Retail Value RSP,EUR million,Current Prices,22.1,4.1,495945.8
France,Personal Payment Transactions,Retail Value RSP,EUR million,Current Prices,35.6,6.3,337838.9
France,Total Non-Card Transactions,Retail Value RSP,EUR million,Current Prices,24.3,4.4,649151.8
France,Mobile Payments,Retail Value RSP,EUR million,Current Prices,94.2,14.2,52758.2
Germany,Financial Cards in Circulation,Number of Cards,000 cards,-,13.3,2.5,28657.5
Germany,ATM Cards,Number of Cards,000 cards,-,-12.4,-2.6,-20612.0
Germany,Charge Cards,Number of Cards,000 cards,-,-20.6,-4.5,-7141.0
Germany,Credit Cards,Number of Cards,000 cards,-,12.9,2.5,755.9
Germany,Debit Cards,Number of Cards,000 cards,-,42.4,7.3,50196.0
Germany,Pre-Paid Cards,Number of Cards,000 cards,-,-53.7,-14.3,-54690.1
Germany,Store Cards,Number of Cards,000 cards,-,-19.0,-4.1,-1419.8
Germany,Transactions,Retail Value RSP,EUR million,Current Prices,34.0,6.0,1786687.7
Germany,Total Card Transactions,Retail Value RSP,EUR million,Current Prices,34.1,6.0,250192.3
Germany,ATM Transactions,Retail Value RSP,EUR million,Current Prices,1.3,0.3,4863.7
Germany,Card Payment Transactions,Retail Value RSP,EUR million,Current Prices,66.1,10.7,245328.6
Germany,Charge Card Transactions,Retail Value RSP,EUR million,Current Prices,56.1,9.3,49529.0
Germany,Credit Card Transactions,Retail Value RSP,EUR million,Current Prices,112.7,16.3,8468.4
Germany,Debit Card Transactions,Retail Value RSP,EUR million,Current Prices,70.8,11.3,189591.2
Germany,Pre-Paid Card Transactions,Retail Value RSP,EUR million,Current Prices,-39.2,-9.5,-2487.0
Germany,Store Card Transactions,Retail Value RSP,EUR million,Current Prices,19.1,3.6,227.1
Germany,Commercial Payment Transactions,Retail Value RSP,EUR million,Current Prices,36.8,6.5,1265335.6
Germany,Personal Payment Transactions,Retail Value RSP,EUR million,Current Prices,35.3,6.2,516488.3
Germany,Total Non-Card Transactions,Retail Value RSP,EUR million,Current Prices,33.9,6.0,1536495.3
Germany,Mobile Payments,Retail Value RSP,EUR million,Current Prices,131.2,18.3,109378.1
Greece,Financial Cards in Circulation,Number of Cards,000 cards,-,26.5,4.8,5475.9
Greece,ATM Cards,Number of Cards,000 cards,-,16.3,3.1,2865.5
Greece,Charge Cards,Number of Cards,000 cards,-,-12.7,-2.7,-3.1
Greece,Credit Cards,Number of Cards,000 cards,-,14.4,2.7,368.3
Greece,Debit Cards,Number of Cards,000 cards,-,17.2,3.2,2435.1
Greece,Pre-Paid Cards,Number of Cards,000 cards,-,77.3,12.1,2993.7
Greece,Store Cards,Number of Cards,000 cards,-,-,-,-
Greece,Transactions,Retail Value RSP,EUR million,Current Prices,35.8,6.3,111679.9
Greece,Total Card Transactions,Retail Value RSP,EUR million,Current Prices,44.3,7.6,34876.6
Greece,ATM Transactions,Retail Value RSP,EUR million,Current Prices,0.5,0.1,189.7
Greece,Card Payment Transactions,Retail Value RSP,EUR million,Current Prices,87.6,13.4,34686.9
Greece,Charge Card Transactions,Retail Value RSP,EUR million,Current Prices,64.8,10.5,119.4
Greece,Credit Card Transactions,Retail Value RSP,EUR million,Current Prices,81.2,12.6,4221.3
Greece,Debit Card Transactions,Retail Value RSP,EUR million,Current Prices,86.8,13.3,27252.6
Greece,Pre-Paid Card Transactions,Retail Value RSP,EUR million,Current Prices,109.2,15.9,3093.4
Greece,Store Card Transactions,Retail Value RSP,EUR million,Current Prices,-,-,-
Greece,Commercial Payment Transactions,Retail Value RSP,EUR million,Current Prices,37.5,6.6,66150.8
Greece,Personal Payment Transactions,Retail Value RSP,EUR million,Current Prices,46.8,8.0,45339.4
Greece,Total Non-Card Transactions,Retail Value RSP,EUR million,Current Prices,32.9,5.8,76803.3
Greece,Mobile Payments,Retail Value RSP,EUR million,Current Prices,266.3,29.6,6388.1
Italy,Financial Cards in Circulation,Number of Cards,000 cards,-,1.1,0.2,1289.6
Italy,ATM Cards,Number of Cards,000 cards,-,9.0,1.7,10022.3
Italy,Charge Cards,Number of Cards,000 cards,-,-21.3,-4.7,-3807.3
Italy,Credit Cards,Number of Cards,000 cards,-,-39.8,-9.7,-4092.3
Italy,Debit Cards,Number of Cards,000 cards,-,8.4,1.6,5002.9
Italy,Pre-Paid Cards,Number of Cards,000 cards,-,14.4,2.7,4447.2
Italy,Store Cards,Number of Cards,000 cards,-,-13.0,-2.7,-260.9
Italy,Transactions,Retail Value RSP,EUR million,Current Prices,29.7,5.3,677279.7
Italy,Total Card Transactions,Retail Value RSP,EUR million,Current Prices,56.7,9.4,254218.5
Italy,ATM Transactions,Retail Value RSP,EUR million,Current Prices,25.2,4.6,45080.0
Italy,Card Payment Transactions,Retail Value RSP,EUR million,Current Prices,77.7,12.2,209138.5
Italy,Charge Card Transactions,Retail Value RSP,EUR million,Current Prices,47.1,8.0,28871.8
Italy,Credit Card Transactions,Retail Value RSP,EUR million,Current Prices,46.8,8.0,6654.8
Italy,Debit Card Transactions,Retail Value RSP,EUR million,Current Prices,93.4,14.1,138325.7
Italy,Pre-Paid Card Transactions,Retail Value RSP,EUR million,Current Prices,82.3,12.8,35647.9
Italy,Store Card Transactions,Retail Value RSP,EUR million,Current Prices,-17.1,-3.7,-361.7
Italy,Commercial Payment Transactions,Retail Value RSP,EUR million,Current Prices,27.6,5.0,368610.0
Italy,Personal Payment Transactions,Retail Value RSP,EUR million,Current Prices,34.4,6.1,263589.6
Italy,Total Non-Card Transactions,Retail Value RSP,EUR million,Current Prices,23.1,4.2,423061.1
Italy,Mobile Payments,Retail Value RSP,EUR million,Current Prices,167.2,21.7,51280.0
Netherlands,Financial Cards in Circulation,Number of Cards,000 cards,-,-0.4,-0.1,-278.5
Netherlands,ATM Cards,Number of Cards,000 cards,-,8.9,1.7,3252.2
Netherlands,Charge Cards,Number of Cards,000 cards,-,128.9,18.0,3510.7
Netherlands,Credit Cards,Number of Cards,000 cards,-,-,-,-
Netherlands,Debit Cards,Number of Cards,000 cards,-,8.9,1.7,2459.7
Netherlands,Pre-Paid Cards,Number of Cards,000 cards,-,-6.1,-1.2,-2646.8
Netherlands,Store Cards,Number of Cards,000 cards,-,-,-,-
Netherlands,Transactions,Retail Value RSP,EUR million,Current Prices,38.6,6.7,414116.7
Netherlands,Total Card Transactions,Retail Value RSP,EUR million,Current Prices,21.9,4.0,43967.8
Netherlands,ATM Transactions,Retail Value RSP,EUR million,Current Prices,-21.2,-4.6,-7765.6
Netherlands,Card Payment Transactions,Retail Value RSP,EUR million,Current Prices,31.5,5.6,51733.4
Netherlands,Charge Card Transactions,Retail Value RSP,EUR million,Current Prices,225.2,26.6,12117.1
Netherlands,Credit Card Transactions,Retail Value RSP,EUR million,Current Prices,-,-,-
Netherlands,Debit Card Transactions,Retail Value RSP,EUR million,Current Prices,32.4,5.8,47365.3
Netherlands,Pre-Paid Card Transactions,Retail Value RSP,EUR million,Current Prices,26.9,4.9,990.8
Netherlands,Store Card Transactions,Retail Value RSP,EUR million,Current Prices,-,-,-
Netherlands,Commercial Payment Transactions,Retail Value RSP,EUR million,Current Prices,37.5,6.6,291946.8
Netherlands,Personal Payment Transactions,Retail Value RSP,EUR million,Current Prices,50.3,8.5,129935.5
Netherlands,Total Non-Card Transactions,Retail Value RSP,EUR million,Current Prices,42.5,7.3,370148.9
Netherlands,Mobile Payments,Retail Value RSP,EUR million,Current Prices,465.8,41.4,96940.0
Norway,Financial Cards in Circulation,Number of Cards,000 cards,-,-2.8,-0.6,-417.3
Norway,ATM Cards,Number of Cards,000 cards,-,-1.8,-0.4,-238.0
Norway,Charge Cards,Number of Cards,000 cards,-,-42.4,-10.4,-144.0
Norway,Credit Cards,Number of Cards,000 cards,-,-12.2,-2.6,-635.4
Norway,Debit Cards,Number of Cards,000 cards,-,7.8,1.5,568.1
Norway,Pre-Paid Cards,Number of Cards,000 cards,-,-9.8,-2.1,-193.2
Norway,Store Cards,Number of Cards,000 cards,-,-15.1,-3.2,-12.8
Norway,Transactions,Retail Value RSP,NOK million,Current Prices,42.6,7.4,1667073.6
Norway,Total Card Transactions,Retail Value RSP,NOK million,Current Prices,43.8,7.5,411567.5
Norway,ATM Transactions,Retail Value RSP,NOK million,Current Prices,-10.1,-2.1,-4678.0
Norway,Card Payment Transactions,Retail Value RSP,NOK million,Current Prices,46.6,7.9,416245.6
Norway,Charge Card Transactions,Retail Value RSP,NOK million,Current Prices,36.4,6.4,4515.9
Norway,Credit Card Transactions,Retail Value RSP,NOK million,Current Prices,79.6,12.4,123975.9
Norway,Debit Card Transactions,Retail Value RSP,NOK million,Current Prices,39.8,6.9,286834.3
Norway,Pre-Paid Card Transactions,Retail Value RSP,NOK million,Current Prices,22.2,4.1,1055.7
Norway,Store Card Transactions,Retail Value RSP,NOK million,Current Prices,-16.8,-3.6,-136.2
Norway,Commercial Payment Transactions,Retail Value RSP,NOK million,Current Prices,44.7,7.7,1216526.9
Norway,Personal Payment Transactions,Retail Value RSP,NOK million,Current Prices,39.8,6.9,455224.7
Norway,Total Non-Card Transactions,Retail Value RSP,NOK million,Current Prices,42.2,7.3,1255506.1
Norway,Mobile Payments,Retail Value RSP,NOK million,Current Prices,804.7,55.3,324742.9
Portugal,Financial Cards in Circulation,Number of Cards,000 cards,-,55.5,9.2,19742.4
Portugal,ATM Cards,Number of Cards,000 cards,-,31.3,5.6,7192.5
Portugal,Charge Cards,Number of Cards,000 cards,-,-10.1,-2.1,-3.6
Portugal,Credit Cards,Number of Cards,000 cards,-,35.2,6.2,2533.5
Portugal,Debit Cards,Number of Cards,000 cards,-,23.3,4.3,4293.9
Portugal,Pre-Paid Cards,Number of Cards,000 cards,-,100.3,14.9,13074.1
Portugal,Store Cards,Number of Cards,000 cards,-,-34.1,-8.0,-484.8
Portugal,Transactions,Retail Value RSP,EUR million,Current Prices,45.4,7.8,224028.6
Portugal,Total Card Transactions,Retail Value RSP,EUR million,Current Prices,48.7,8.3,40895.2
Portugal,ATM Transactions,Retail Value RSP,EUR million,Current Prices,-12.0,-2.5,-2028.6
Portugal,Card Payment Transactions,Retail Value RSP,EUR million,Current Prices,63.9,10.4,42923.8
Portugal,Charge Card Transactions,Retail Value RSP,EUR million,Current Prices,21.8,4.0,8.7
Portugal,Credit Card Transactions,Retail Value RSP,EUR million,Current Prices,49.1,8.3,6066.5
Portugal,Debit Card Transactions,Retail Value RSP,EUR million,Current Prices,63.7,10.4,33196.8
Portugal,Pre-Paid Card Transactions,Retail Value RSP,EUR million,Current Prices,153.7,20.5,3650.9
Portugal,Store Card Transactions,Retail Value RSP,EUR million,Current Prices,0.3,0.1,0.9
Portugal,Commercial Payment Transactions,Retail Value RSP,EUR million,Current Prices,46.4,7.9,173967.0
Portugal,Personal Payment Transactions,Retail Value RSP,EUR million,Current Prices,51.6,8.7,52090.2
Portugal,Total Non-Card Transactions,Retail Value RSP,EUR million,Current Prices,44.8,7.7,183133.4
Portugal,Mobile Payments,Retail Value RSP,EUR million,Current Prices,1000.9,61.6,11263.9
Spain,Financial Cards in Circulation,Number of Cards,000 cards,-,11.2,2.2,12742.6
Spain,ATM Cards,Number of Cards,000 cards,-,14.9,2.8,13008.3
Spain,Charge Cards,Number of Cards,000 cards,-,15.5,2.9,3682.4
Spain,Credit Cards,Number of Cards,000 cards,-,23.0,4.2,3884.3
Spain,Debit Cards,Number of Cards,000 cards,-,2.7,0.5,1315.9
Spain,Pre-Paid Cards,Number of Cards,000 cards,-,82.0,12.7,9790.8
Spain,Store Cards,Number of Cards,000 cards,-,-50.5,-13.1,-7177.6
Spain,Transactions,Retail Value RSP,EUR million,Current Prices,67.3,10.8,1043011.6
Spain,Total Card Transactions,Retail Value RSP,EUR million,Current Prices,57.4,9.5,183564.0
Spain,ATM Transactions,Retail Value RSP,EUR million,Current Prices,19.9,3.7,20337.3
Spain,Card Payment Transactions,Retail Value RSP,EUR million,Current Prices,75.0,11.8,163226.6
Spain,Charge Card Transactions,Retail Value RSP,EUR million,Current Prices,95.8,14.4,41345.4
Spain,Credit Card Transactions,Retail Value RSP,EUR million,Current Prices,108.6,15.8,35233.8
Spain,Debit Card Transactions,Retail Value RSP,EUR million,Current Prices,59.4,9.8,80902.6
Spain,Pre-Paid Card Transactions,Retail Value RSP,EUR million,Current Prices,726.3,52.6,6862.7
Spain,Store Card Transactions,Retail Value RSP,EUR million,Current Prices,-22.0,-4.8,-1117.9
Spain,Commercial Payment Transactions,Retail Value RSP,EUR million,Current Prices,76.5,12.0,731940.7
Spain,Personal Payment Transactions,Retail Value RSP,EUR million,Current Prices,59.4,9.8,290733.6
Spain,Total Non-Card Transactions,Retail Value RSP,EUR million,Current Prices,69.9,11.2,859447.7
Spain,Mobile Payments,Retail Value RSP,EUR million,Current Prices,174.4,22.4,57189.3
Sweden,Financial Cards in Circulation,Number of Cards,000 cards,-,-2.2,-0.5,-572.2
Sweden,ATM Cards,Number of Cards,000 cards,-,1.4,0.3,259.0
Sweden,Charge Cards,Number of Cards,000 cards,-,-12.6,-2.6,-73.2
Sweden,Credit Cards,Number of Cards,000 cards,-,-7.4,-1.5,-495.9
Sweden,Debit Cards,Number of Cards,000 cards,-,6.0,1.2,650.0
Sweden,Pre-Paid Cards,Number of Cards,000 cards,-,-8.4,-1.7,-445.1
Sweden,Store Cards,Number of Cards,000 cards,-,-14.0,-3.0,-360.6
Sweden,Transactions,Retail Value RSP,SEK million,Current Prices,34.7,6.1,2393454.5
Sweden,Total Card Transactions,Retail Value RSP,SEK million,Current Prices,31.6,5.6,385967.5
Sweden,ATM Transactions,Retail Value RSP,SEK million,Current Prices,-10.9,-2.3,-17894.6
Sweden,Card Payment Transactions,Retail Value RSP,SEK million,Current Prices,38.2,6.7,403862.0
Sweden,Charge Card Transactions,Retail Value RSP,SEK million,Current Prices,60.8,10.0,18721.6
Sweden,Credit Card Transactions,Retail Value RSP,SEK million,Current Prices,50.0,8.5,111738.1
Sweden,Debit Card Transactions,Retail Value RSP,SEK million,Current Prices,34.9,6.2,268871.7
Sweden,Pre-Paid Card Transactions,Retail Value RSP,SEK million,Current Prices,58.0,9.6,6344.7
Sweden,Store Card Transactions,Retail Value RSP,SEK million,Current Prices,-8.9,-1.8,-1814.0
Sweden,Commercial Payment Transactions,Retail Value RSP,SEK million,Current Prices,35.9,6.3,1741869.0
Sweden,Personal Payment Transactions,Retail Value RSP,SEK million,Current Prices,35.8,6.3,669480.1
Sweden,Total Non-Card Transactions,Retail Value RSP,SEK million,Current Prices,35.4,6.3,2007487.0
Sweden,Mobile Payments,Retail Value RSP,SEK million,Current Prices,219.7,26.2,336635.0
Turkey,Financial Cards in Circulation,Number of Cards,000 cards,-,85.1,13.1,265797.0
Turkey,ATM Cards,Number of Cards,000 cards,-,54.1,9.0,134292.1
Turkey,Charge Cards,Number of Cards,000 cards,-,-,-,-
Turkey,Credit Cards,Number of Cards,000 cards,-,100.6,14.9,76141.7
Turkey,Debit Cards,Number of Cards,000 cards,-,44.4,7.6,64141.6
Turkey,Pre-Paid Cards,Number of Cards,000 cards,-,138.4,19.0,127522.6
Turkey,Store Cards,Number of Cards,000 cards,-,-,-,-
Turkey,Transactions,Retail Value RSP,TRY million,Current Prices,978.0,60.9,89052487.9
Turkey,Total Card Transactions,Retail Value RSP,TRY million,Current Prices,1308.3,69.7,29375655.9
Turkey,ATM Transactions,Retail Value RSP,TRY million,Current Prices,463.9,41.3,4720075.1
Turkey,Card Payment Transactions,Retail Value RSP,TRY million,Current Prices,2008.1,84.0,24655580.7
Turkey,Charge Card Transactions,Retail Value RSP,TRY million,Current Prices,-,-,-
Turkey,Credit Card Transactions,Retail Value RSP,TRY million,Current Prices,2113.3,85.8,20241371.2
Turkey,Debit Card Transactions,Retail Value RSP,TRY million,Current Prices,1747.0,79.2,3298762.4
Turkey,Pre-Paid Card Transactions,Retail Value RSP,TRY million,Current Prices,1374.8,71.3,1115447.2
Turkey,Store Card Transactions,Retail Value RSP,TRY million,Current Prices,-,-,-
Turkey,Commercial Payment Transactions,Retail Value RSP,TRY million,Current Prices,952.0,60.1,51973064.4
Turkey,Personal Payment Transactions,Retail Value RSP,TRY million,Current Prices,1230.8,67.8,32359348.3
Turkey,Total Non-Card Transactions,Retail Value RSP,TRY million,Current Prices,869.9,57.5,59676832.0
Turkey,Mobile Payments,Retail Value RSP,TRY million,Current Prices,1551.7,75.2,2875283.6
United Kingdom,Financial Cards in Circulation,Number of Cards,000 cards,-,11.1,2.1,49048.2
